region,state,county,county2,poor_mental_health_days,poor_physical_health_days,poor_or_fair_health,adult_smoking,infant_mortality,high_school_graduation,premature_death,premature_ageadjusted_mortality,social_associations,homicide_rate,unemployment,low_birthweight,preventable_hospital_stays,children_in_singleparent_households,excessive_drinking,injury_deaths,mean_commute_minutes_x,children_in_poverty,diabetes,motor_vehicle_crash_deaths,severe_housing_problems
Midwest,North Dakota,Stutsman County,"Stutsman County, North Dakota",3.6,2.8,0.127,0.244,7.7,0.814,7621,398.8,13.245,0,0.077,0.07,75.84,0.313,0.104,52.6,26.5164,0.182,0.118,13.15,0.098
Midwest,North Dakota,Towner County,"Towner County, North Dakota",3.6,2.8,0.133,0.217,0,0.863,6062,309.6,16.997,0,0.075,0.08,57.82,0.291,0.203,52.2,21.5636,0.19,0.118,43.49,0.076
Midwest,North Dakota,Traill County,"Traill County, North Dakota",3.7,2.8,0.153,0.191,0,0,6415,305.7,24.945,0,0.039,0.08,69.89,0.228,0.21,55.5,14.3564,0.147,0.118,26.77,0.066
Midwest,Ohio,Walsh County,"Walsh County, Ohio",3.7,5,0.236,0.254,8.8,0.924,8306,431.4,9.665,7.6,0.082,0.09,80.89,0.38,0.106,90.5,23.6244,0.261,0.118,24.04,0.15
Midwest,Ohio,Ward County,"Ward County, Ohio",3.7,3.9,0.167,0.238,6.3,0.82,7736,422.1,6.812,7,0.055,0.1,82.84,0.399,0.21,54.8,27.7444,0.266,0.118,9.27,0.142
Midwest,Ohio,Wells County,"Wells County, Ohio",3.7,5.2,0.221,0.267,7.2,0.8,7829,421.3,7.425,4.6,0.072,0.09,180.66,0.274,0.181,59.9,20.615,0.223,0.118,15.29,0.148
Midwest,Ohio,Williams County,"Williams County, Ohio",3.7,3.5,0.148,0.206,5.5,0.9,6711,359,12.803,2.6,0.08,0.08,53.3,0.333,0.153,60.9,27.0693,0.172,0.118,15.33,0.166
Midwest,Ohio,Adams County,"Adams County, Ohio",3.7,5.1,0.147,0.217,0,0.69,7244,361.2,18.472,0,0.1,0.09,51.43,0.245,0.21,67.5,16.9002,0.273,0.118,10.86,0.235
Midwest,Ohio,"Allen County, OH","Allen County, OH, Ohio",3.7,0,0.168,0.239,0,0.865,6474,354.2,13.82,0,0.149,0.06,96.8,0.347,0.224,68.1,17.3716,0.239,0.118,15.85,0.1
Midwest,Ohio,Ashland County,"Ashland County, Ohio",3.7,3.1,0.161,0.244,8.7,0.77,6713,325.6,10.528,3.5,0.08,0.08,62.67,0.306,0.201,64.6,23.8063,0.247,0.118,12.4,0.081
Midwest,Ohio,"Ashtabula County, OH","Ashtabula County, OH, Ohio",3.7,3.6,0.149,0.222,0,0.745,5969,312.8,12.591,0,0.117,0.06,78.81,0.317,0.292,72.9,16.2685,0.234,0.118,17.94,0.13
Midwest,Ohio,Athens County,"Athens County, Ohio",3.7,3.8,0.133,0.275,0,0.851,6921,332.5,19.069,0,0.079,0.07,38.59,0.271,0.291,79.1,16.0124,0.181,0.118,8.99,0.155
Midwest,Ohio,Auglaize County,"Auglaize County, Ohio",3.7,4,0.173,0.314,0,0.803,7684,371.9,15.402,0,0.107,0.08,51.03,0.348,0.286,93.6,19.175,0.288,0.118,14.83,0.124
Midwest,Ohio,Belmont County,"Belmont County, Ohio",3.7,4.7,0.188,0.228,0,0.822,8366,406.6,8.176,5.3,0.082,0.08,79.19,0.33,0.136,99.1,28.6452,0.305,0.118,22.85,0.107
Midwest,Ohio,Brown County,"Brown County, Ohio",3.7,5.4,0.178,0.245,0,0,8200,409.8,8.884,0,0.07,0.07,83.9,0.24,0,72.6,30.7948,0.29,0.118,12.76,0.146
Midwest,Ohio,"Butler County, OH","Butler County, OH, Ohio",3.7,4.4,0.225,0.268,8.2,0.915,8146,424.1,13.823,4,0.055,0.07,60.61,0.385,0.155,66.3,17.0185,0.257,0.118,9.97,0.111
Midwest,Ohio,Carroll County,"Carroll County, Ohio",3.7,4.3,0.265,0.234,0,0.925,9732,457,14.349,0,0.073,0.06,96.84,0.249,0,101.7,23.4006,0.256,0.118,17.57,0.141
Midwest,Ohio,Champaign County,"Champaign County, Ohio",3.7,3.4,0.143,0.21,5.6,0.894,5942,310.5,10.019,3.2,0.063,0.07,67.47,0.286,0.173,56.6,22.1921,0.122,0.118,14,0.133
Midwest,Ohio,"Clark County, OH","Clark County, OH, Ohio",3.7,2.3,0.113,0.316,0,0.914,7860,418.7,13.128,0,0.063,0.1,71.54,0.276,0.242,63.7,21.7129,0.224,0.118,18.15,0.122
Midwest,Ohio,"Clermont County, OH","Clermont County, OH, Ohio",3.7,6.7,0.289,0.264,0,0.925,9243,423,15.362,0,0.062,0.08,65.35,0.283,0.148,101.5,24.4044,0.238,0.118,16.57,0.118
Midwest,Ohio,Clinton County,"Clinton County, Ohio",3.7,2.1,0.095,0,0,0,7165,364.6,21.482,0,0.048,0.08,73.93,0.178,0,82.6,19.6022,0.19,0.118,5.96,0.189
Midwest,Ohio,"Columbiana County, OH","Columbiana County, OH, Ohio",3.7,4.9,0.22,0.27,0,0.897,8676,418,13.441,0,0.077,0.08,114.06,0.279,0.126,100.8,30.155,0.208,0.118,21.35,0.112
Midwest,Ohio,Coshocton County,"Coshocton County, Ohio",3.7,4.3,0.246,0.241,9.3,0.748,7805,398.9,9.76,7.7,0.122,0.1,75.93,0.44,0.175,54.2,23.0861,0.284,0.118,14.28,0.118
Midwest,Ohio,Crawford County,"Crawford County, Ohio",3.7,3.7,0.133,0.226,5.9,0.928,6796,361.4,18.126,0,0.075,0.07,49.47,0.204,0,57.1,22.857,0.198,0.118,7.32,0.103
Midwest,Ohio,"Cuyahoga County, OH","Cuyahoga County, OH, Ohio",3.7,3.6,0.147,0.23,6.8,0.88,6736,349.4,10.684,3.4,0.069,0.08,72.7,0.285,0.201,61.8,24.1524,0.171,0.118,9.07,0.135
Midwest,Ohio,Darke County,"Darke County, Ohio",3.7,4,0.179,0.229,7.8,0.749,9563,482.5,11.815,0,0.052,0.1,112.35,0.329,0.093,73.8,14.6958,0.26,0.118,11.64,0.141
Midwest,Ohio,Defiance County,"Defiance County, Ohio",3.7,5.4,0.295,0.252,0,0.875,9102,452.1,17.209,0,0.038,0.08,93.95,0.252,0,91.2,21.5132,0.213,0.118,13.83,0.132
Midwest,Ohio,"Delaware County, OH","Delaware County, OH, Ohio",3.7,4.1,0.149,0.197,7.1,0.896,7338,368.5,15.754,5.1,0.071,0.07,53.25,0.28,0.112,69.5,20.7553,0.226,0.118,8.47,0.176
Midwest,Ohio,Erie County,"Erie County, Ohio",3.7,0,0.084,0,0,0.881,8146,345.5,19.632,0,0.086,0.07,86.93,0.233,0.243,87.7,30.8356,0.181,0.118,23.09,0.116
Midwest,Ohio,"Fairfield County, OH","Fairfield County, OH, Ohio",3.7,3.6,0.177,0.226,5.6,0.833,7205,376.7,15.673,1.8,0.085,0.09,64.68,0.318,0.164,66.7,22.6585,0.231,0.118,14.79,0.137
Midwest,Ohio,Fayette County,"Fayette County, Ohio",3.7,5.2,0.2,0.276,0,0.875,10633,493.2,7.241,0,0.071,0.1,109.88,0.372,0,113,32.3687,0.252,0.118,9.77,0.14
Midwest,Ohio,"Franklin County, OH","Franklin County, OH, Ohio",3.7,4.5,0.289,0.274,0,0.925,10106,526.8,3.496,0,0.097,0.07,93.72,0.317,0,128.6,30.2507,0.399,0.118,7.64,0.143
Midwest,Ohio,Fulton County,"Fulton County, Ohio",3.7,3.8,0.213,0.216,6,0.919,10106,514.6,11.686,7,0.072,0.08,69.88,0.376,0.26,83.4,21.0569,0.277,0.118,10.66,0.124
Midwest,Ohio,Gallia County,"Gallia County, Ohio",3.7,2.7,0.108,0,0,0,10163,511.5,22.081,0,0.049,0.1,111.54,0.188,0,134.7,12.7736,0.323,0.118,7.7,0.176
Midwest,Ohio,Geauga County,"Geauga County, Ohio",3.7,0,0,0,0,0,8205,434.5,22.235,0,0.048,0.08,60.96,0.417,0,82,20.7083,0.321,0.118,10.49,0.111
Midwest,Ohio,"Greene County, OH","Greene County, OH, Ohio",3.7,3.7,0.229,0,0,0,0,379.5,15.244,0,0.066,0.1,78.84,0.388,0.184,0,19.323,0.383,0.118,20.97,0.169
Midwest,Ohio,Guernsey County,"Guernsey County, Ohio",3.7,3.8,0,0,10,0.962,9016,412,13.47,0,0.047,0.09,71.35,0.394,0,84.9,20.6904,0.307,0.118,17.13,0.16
Midwest,Ohio,"Hamilton County, OH","Hamilton County, OH, Ohio",3.7,0,0,0,0,0,5384,262.6,22.048,0,0.049,0.09,139.99,0.356,0,53.2,17.4512,0.311,0.118,23.63,0.106
Midwest,Ohio,Hancock County,"Hancock County, Ohio",3.7,0,0,0,0,0.893,7907,351.8,12.003,0,0.04,0.07,67.76,0.247,0,74.7,31.3797,0.256,0.118,20.02,0.148
Midwest,Ohio,Hardin County,"Hardin County, Ohio",3.7,4.8,0.327,0.22,0,0.94,7986,403.3,17.386,0,0.071,0.08,78.66,0.346,0,68.8,25.2003,0.283,0.118,17.04,0.133
Midwest,Ohio,Harrison County,"Harrison County, Ohio",3.7,3,0.126,0.2,0,0.925,8271,398.9,12.54,0,0.055,0.06,41.04,0.216,0,97.8,32.8315,0.182,0.118,9.79,0.161
Midwest,Ohio,Henry County,"Henry County, Ohio",3.7,4.5,0.101,0.143,11.2,0.88,5534,286.8,17.494,0,0.052,0.07,49.03,0.174,0,64.2,25.9479,0.1,0.118,17.44,0.113
Midwest,Ohio,Highland County,"Highland County, Ohio",3.7,4,0.203,0.246,0,0.775,9158,422.7,17.662,0,0.085,0.09,47.52,0.426,0.159,82.3,24.8008,0.258,0.118,15.95,0.155
Midwest,Ohio,"Hocking County, OH","Hocking County, OH, Ohio",3.7,4.4,0.152,0.189,5.6,0.729,7191,328.1,10.158,4.3,0.092,0.05,26.62,0.363,0.138,96.1,19.8576,0.248,0.118,10.87,0.117
Midwest,Ohio,Holmes County,"Holmes County, Ohio",3.7,6.2,0.223,0.235,0,0.72,10663,503.6,15.882,9.9,0.055,0.11,137.91,0.35,0,95.1,26.4504,0.261,0.118,15.37,0.132
Midwest,Ohio,Huron County,"Huron County, Ohio",3.7,4.7,0.173,0.201,6,0.82,7059,359.5,10.986,0,0.053,0.08,75.31,0.256,0.09,73.3,23.8824,0.146,0.118,6.72,0.123
Midwest,Ohio,Jackson County,"Jackson County, Ohio",3.7,5.7,0.268,0.256,0,0.725,9110,423.8,14.714,0,0.055,0.08,74.51,0.261,0.092,86.5,28.3892,0.249,0.118,15.76,0.126
Midwest,Ohio,Jefferson County,"Jefferson County, Ohio",3.7,3.8,0.168,0.146,7.3,0.818,7392,381.2,12.859,7.5,0.074,0.06,78.39,0.3,0.064,79.4,19.8022,0.265,0.119,11.27,0.13
Midwest,Ohio,Knox County,"Knox County, Ohio",3.7,4,0.219,0.119,0,0.842,10413,509.9,17.44,12.3,0.09,0.08,53.14,0.367,0,86.8,20.5449,0.311,0.119,22.72,0.127
Midwest,Ohio,"Lake County, OH","Lake County, OH, Ohio",3.7,3.9,0.176,0.183,8.7,0.87,8571,428.9,10.628,4.7,0.069,0.08,64.98,0.407,0.095,71.6,17.1489,0.289,0.119,8.61,0.152
Midwest,Ohio,Lawrence County,"Lawrence County, Ohio",3.7,5.7,0.28,0.278,0,0.899,9185,452.2,10.481,5.7,0.073,0.08,108.23,0.335,0.097,92.9,25.6967,0.298,0.119,10.33,0.173
Midwest,Ohio,"Licking County, OH","Licking County, OH, Ohio",3.7,3.9,0.228,0.225,6.6,0.699,7391,376.9,9.881,13.3,0.115,0.09,87.05,0.419,0.142,82.5,27.8263,0.384,0.119,14.3,0.138
Midwest,Ohio,Logan County,"Logan County, Ohio",3.7,5.5,0.231,0.167,0,0.675,7411,423.7,15.902,0,0.066,0.08,81.67,0.174,0.077,85,21.9366,0.325,0.119,10.05,0.149
Midwest,Ohio,"Lorain County, OH","Lorain County, OH, Ohio",3.7,3.9,0.157,0.171,7,0.76,7624,332.9,8.206,7.6,0.071,0.08,45.54,0.365,0.166,76.8,22.8966,0.283,0.119,12.47,0.153
Midwest,Ohio,"Lucas County, OH","Lucas County, OH, Ohio",3.7,4.8,0.17,0.199,6.2,0.75,5867,314.8,5.318,2.2,0.074,0.07,77.55,0.281,0.105,54.9,35.1528,0.149,0.119,9.19,0.122
Midwest,Ohio,Madison County,"Madison County, Ohio",3.7,4.4,0.181,0.222,0,0.775,9795,496.1,13.296,0,0.13,0.11,65.15,0.389,0,64.3,26.4785,0.439,0.119,15.71,0.121
Midwest,Ohio,"Mahoning County, OH","Mahoning County, OH, Ohio",3.7,2.3,0.088,0.202,0,0.925,7292,334.8,11.271,0,0.072,0.06,35.28,0.354,0,75,32.3149,0.199,0.119,16.05,0.109
Midwest,Ohio,Marion County,"Marion County, Ohio",3.7,4,0.246,0.236,7.5,0.848,7706,386.5,17.465,0,0.055,0.07,82.17,0.181,0.162,62.6,22.3421,0.235,0.119,11.15,0.134
Midwest,Ohio,"Medina County, OH","Medina County, OH, Ohio",3.7,6.2,0.22,0.284,0,0.825,6238,307.2,16.45,0,0.079,0.06,74.43,0.254,0,65.6,30.8557,0.172,0.119,17.49,0.095
Midwest,Ohio,Meigs County,"Meigs County, Ohio",3.7,2.7,0.16,0.219,0,0.975,8496,429.1,19.889,0,0.066,0.08,88.3,0.296,0.078,64.5,25.3283,0.191,0.119,9.06,0.168
Midwest,Ohio,Mercer County,"Mercer County, Ohio",3.7,5.5,0.263,0.246,0,0.723,13579,602.5,12.61,7.1,0.08,0.09,117.36,0.359,0,118.1,24.2551,0.245,0.119,18,0.11
Midwest,Ohio,"Miami County, OH","Miami County, OH, Ohio",3.7,3.4,0.15,0.18,9.9,0.79,9014,434.7,18.188,0,0.055,0.07,51.46,0.308,0.104,75.5,17.7502,0.237,0.119,21.32,0.134
Midwest,Ohio,Monroe County,"Monroe County, Ohio",3.7,0,0,0,0,0,0,383.6,58.685,0,0.03,0.11,0,0.188,0,137.3,13.2699,0.144,0.119,13.29,0.139
Midwest,Ohio,"Montgomery County, OH","Montgomery County, OH, Ohio",3.7,5,0.194,0.242,0,0,11683,532.9,21.354,0,0.065,0.06,95.11,0.319,0,121,21.904,0.302,0.119,22.45,0.125
Midwest,Ohio,Morgan County,"Morgan County, Ohio",3.7,4.8,0.217,0.31,0,0.91,9931,465.3,5.938,0,0.084,0.08,102.18,0.287,0,89,23.8655,0.314,0.119,13.42,0.12
Midwest,Ohio,Morrow County,"Morrow County, Ohio",3.7,7.4,0.339,0.339,0,0.87,13519,656.9,3.001,0,0.15,0.1,90.48,0.442,0,84.6,27.8761,0.429,0.119,24.79,0.111
Midwest,Ohio,Muskingum County,"Muskingum County, Ohio",3.7,8.1,0.375,0.374,0,0.919,12951,656.7,5.493,0,0.116,0.15,204.54,0.434,0.139,130,34.3654,0.46,0.119,16.7,0.133
Midwest,Ohio,Noble County,"Noble County, Ohio",3.7,4.6,0.19,0.2,0,0.79,9924,439.6,6.514,6.8,0.071,0.12,61.77,0.413,0.119,80.6,30.335,0.256,0.119,16.24,0.132
Midwest,Ohio,Ottawa County,"Ottawa County, Ohio",3.7,4.6,0.245,0.309,0,0.825,4233,263,11.937,0,0.052,0.09,59.98,0.134,0,54.9,33.9325,0.194,0.119,22.44,0.176
Midwest,Ohio,Paulding County,"Paulding County, Ohio",3.7,3,0.154,0.263,0,0.775,9331,464,16.078,0,0.046,0.08,174.5,0.298,0,97.1,36.5468,0.269,0.119,9.97,0.162
Midwest,Ohio,Perry County,"Perry County, Ohio",3.7,3.6,0.184,0.199,9.2,0.779,10269,453.6,10.047,48,0.073,0.12,46.63,0.61,0.202,102,22.4858,0.39,0.119,22.59,0.109
Midwest,Ohio,Pickaway County,"Pickaway County, Ohio",3.7,3.8,0.202,0.211,11.9,0.702,9282,463.9,14.418,7.7,0.065,0.13,84.3,0.496,0.112,68.8,19.4708,0.351,0.119,15.3,0.068
Midwest,Ohio,Pike County,"Pike County, Ohio",3.7,4.1,0.132,0.241,0,0.824,6943,338.7,14.571,0,0.111,0.07,48.17,0.26,0.211,67.9,19.307,0.212,0.119,10.27,0.113
Midwest,Ohio,"Portage County, OH","Portage County, OH, Ohio",3.7,5.1,0.265,0.251,0,0.78,10201,523.4,14.983,8.6,0.105,0.13,82.28,0.323,0,96.8,23.2686,0.316,0.119,19.69,0.133
Midwest,Ohio,Preble County,"Preble County, Ohio",3.7,3.6,0.155,0.176,8.1,0.888,8522,408.1,10.158,3.8,0.056,0.07,73.63,0.245,0.14,85.2,20.5738,0.235,0.119,12.39,0.113
Midwest,Ohio,Putnam County,"Putnam County, Ohio",3.7,5.2,0.209,0.267,0,0.902,7709,417.4,15.792,0,0.065,0.07,77.43,0.401,0.173,66.1,20.0883,0.289,0.119,16.83,0.164
Midwest,Ohio,"Richland County, OH","Richland County, OH, Ohio",3.7,6.8,0.208,0.471,16.5,0.839,11632,566.6,12.112,0,0.069,0.1,97.52,0.348,0.223,96.7,23.9899,0.39,0.119,17.08,0.114
Midwest,Ohio,Ross County,"Ross County, Ohio",3.7,3.6,0.188,0.303,0,0,12727,541.5,16.46,0,0.057,0.07,62.6,0.45,0.261,110.5,14.2495,0.339,0.119,12.45,0.127
Midwest,Ohio,Sandusky County,"Sandusky County, Ohio",3.7,5.5,0.275,0.314,0,0.952,9109,463.8,11.427,0,0.066,0.08,69.91,0.431,0,55.3,22.5773,0.282,0.119,9.5,0.131
Midwest,Ohio,Scioto County,"Scioto County, Ohio",3.7,3.3,0.153,0.219,7.8,0.883,7196,358.9,12.885,4.5,0.075,0.09,57.68,0.354,0.14,61.7,21.0251,0.231,0.119,7.3,0.154
Midwest,Ohio,Seneca County,"Seneca County, Ohio",3.7,0,0,0,0,0.802,9711,400.5,27.203,0,0.033,0.07,74.27,0.265,0,147.1,15.7765,0.144,0.119,13.03,0.137
Midwest,Ohio,Shelby County,"Shelby County, Ohio",3.7,3.4,0.15,0.222,6.2,0.79,8901,436,12.672,7.8,0.067,0.1,68.24,0.331,0.13,78.3,27.5382,0.258,0.119,11.74,0.119
Midwest,Ohio,"Stark County, OH","Stark County, OH, Ohio",3.7,4.4,0.191,0.237,0,0.843,6683,380.9,25.821,0,0.044,0.07,40.85,0.362,0.163,82.5,14.3947,0.236,0.119,11.14,0.108
Midwest,Ohio,"Summit County, OH","Summit County, OH, Ohio",3.7,0,0,0,0,0,0,0,0,0,0.031,0,0,0.113,0,0,22.5179,0.156,0.119,10.37,0.083
Midwest,Ohio,"Trumbull County, OH","Trumbull County, OH, Ohio",3.7,0,0,0,0,0.917,6737,411.7,14.458,0,0.061,0.08,79.25,0.314,0,87.4,26.5856,0.288,0.119,20.2,0.166
Midwest,Ohio,Tuscarawas County,"Tuscarawas County, Ohio",3.7,0,0,0,0,0,5692,345,25.13,0,0.094,0.1,91.6,0.357,0,86.8,14.0916,0.34,0.119,6.39,0.116
Midwest,Ohio,Union County,"Union County, Ohio",3.7,0,0,0,0,0,0,369.2,24.984,0,0.045,0,0,0.286,0,147.4,23.1364,0.237,0.119,12.68,0.117
Midwest,Ohio,Van Wert County,"Van Wert County, Ohio",3.7,2.3,0,0.208,0,0.77,6580,348.2,13.461,0,0.067,0.09,51.99,0.365,0.13,54,34.3822,0.21,0.119,13.97,0.124
Midwest,Ohio,Vinton County,"Vinton County, Ohio",3.7,3,0.198,0.222,0,0.825,7775,422.9,8.562,0,0.097,0.08,75.14,0.359,0,83.7,28.004,0.291,0.119,17.66,0.108
Midwest,Ohio,"Warren County, OH","Warren County, OH, Ohio",3.7,4.7,0.23,0.278,0,0.88,10355,473,6.584,0,0.074,0.09,105.51,0.252,0,102.1,28.2581,0.265,0.119,11.8,0.154
Midwest,Ohio,Washington County,"Washington County, Ohio",3.7,4.8,0.209,0.334,9.3,0.83,10860,500.5,14.717,0,0.101,0.11,123.77,0.339,0.101,94,30.025,0.301,0.119,22.69,0.087
South,Oklahoma,"Wayne County, OH","Wayne County, OH, Oklahoma",3.7,3.3,0.124,0.194,0,0.787,8678,408.6,13.035,0,0.096,0.08,48.87,0.32,0.214,111.2,19.9972,0.242,0.119,26.12,0.143
South,Oklahoma,Williams County,"Williams County, Oklahoma",3.7,0,0.2,0.201,0,0,8109,394.6,6.424,0,0.08,0.08,56.93,0.267,0,103.5,27.2301,0.375,0.12,35.51,0.061
South,Oklahoma,"Wood County, OH","Wood County, OH, Oklahoma",3.7,3.3,0.187,0.189,6.9,0.81,6769,300.7,10.458,4.3,0.091,0.08,41.86,0.354,0.197,85.7,21.165,0.241,0.12,31.34,0.09
South,Oklahoma,Wyandot County,"Wyandot County, Oklahoma",3.7,4.1,0.192,0.21,8.9,0.75,8734,397,7.728,5.8,0.083,0.08,53.03,0.401,0.145,96.8,23.7544,0.301,0.12,43.57,0.102
South,Oklahoma,Adair County,"Adair County, Oklahoma",3.7,0,0,0,0,0,10237,561.6,6.365,0,0.113,0.1,0,0.278,0,123.5,28.0407,0.242,0.12,37.52,0.117
South,Oklahoma,Alfalfa County,"Alfalfa County, Oklahoma",3.7,4.1,0.195,0.299,0,0.715,11978,592.6,9.155,5.2,0.087,0.08,51.28,0.365,0.177,111,30.9511,0.308,0.12,30.23,0.14
South,Oklahoma,Atoka County,"Atoka County, Oklahoma",3.7,0,0.138,0,0,0.87,8006,408.8,14.599,0,0.084,0.09,81.65,0.302,0,80,34.2009,0.194,0.12,22.58,0.153
South,Oklahoma,Beaver County,"Beaver County, Oklahoma",3.7,4.3,0.188,0.169,0,0.912,8206,361.9,9.902,0,0.076,0.07,36.97,0.332,0.103,86.6,21.6759,0.251,0.12,42.67,0.138
South,Oklahoma,Beckham County,"Beckham County, Oklahoma",3.7,3.6,0,0.285,8.7,0.823,6394,332.7,16.184,3.3,0.101,0.09,59.25,0.434,0.227,63.1,19.3781,0.267,0.12,15.94,0.103
South,Oklahoma,Blaine County,"Blaine County, Oklahoma",3.7,4.8,0.188,0.25,0,0.875,10182,493.2,12.271,0,0.101,0.08,89.38,0.278,0.158,102.8,22.295,0.238,0.12,27.79,0.112
South,Oklahoma,Bryan County,"Bryan County, Oklahoma",3.7,0,0,0,0,0,0,468.2,52.274,0,0.032,0.1,0,0.114,0,105.6,12.4575,0.159,0.12,20.2,0.155
South,Oklahoma,Caddo County,"Caddo County, Oklahoma",3.7,3.1,0.142,0.148,0,0.865,7491,318,22.892,0,0.044,0.07,80.66,0.319,0.1,99.1,20.4226,0.176,0.12,31.03,0.16
South,Oklahoma,"Canadian County, OK","Canadian County, OK, Oklahoma",3.7,3.6,0.185,0.212,0,0.931,10715,468,16.914,0,0.075,0.08,55.63,0.314,0.151,88.9,15.8475,0.266,0.12,0,0.073
South,Oklahoma,Carter County,"Carter County, Oklahoma",3.7,3.1,0.191,0.169,0,0.907,7954,392.9,20.724,0,0.069,0.07,98.53,0.329,0.161,80,16.1712,0.298,0.12,9.43,0.134
South,Oklahoma,Cherokee County,"Cherokee County, Oklahoma",3.7,2.2,0.088,0,0,0,8786,361.4,31.529,0,0.043,0.08,81.59,0.185,0,57,13.8998,0.231,0.12,0,0.109
South,Oklahoma,Choctaw County,"Choctaw County, Oklahoma",3.7,2.8,0.102,0.124,0,0,7791,367.3,30.803,0,0.042,0.07,64.43,0.405,0.127,78.8,14.0616,0.183,0.12,14.93,0.147
South,Oklahoma,Cimarron County,"Cimarron County, Oklahoma",3.7,6.2,0.208,0.277,5.7,0.852,7008,345.8,7.379,2.1,0.078,0.09,91.59,0.334,0.11,56.8,26.7634,0.154,0.12,23,0.081
South,Oklahoma,"Cleveland County, OK","Cleveland County, OK, Oklahoma",3.7,6.3,0.294,0.311,10.5,0.903,13081,644.7,18.224,0,0.08,0.11,102.94,0.424,0,101.9,19.6936,0.4,0.12,25.83,0.108
South,Oklahoma,Coal County,"Coal County, Oklahoma",3.7,3.8,0,0.281,0,0.92,6844,416.3,16.672,0,0.07,0.07,71.9,0.346,0.211,88.6,26.2291,0.226,0.12,24.72,0.126
South,Oklahoma,"Comanche County, OK","Comanche County, OK, Oklahoma",3.8,3.3,0.127,0.122,0,0,7866,337.5,27.269,0,0.03,0.09,61.68,0.095,0.163,92.4,13.0167,0.176,0.12,21.01,0.163
South,Oklahoma,Cotton County,"Cotton County, Oklahoma",3.8,3.9,0.217,0.201,7.2,0.74,8009,435.1,6.728,8.5,0.083,0.09,77.15,0.386,0.11,63.1,24.8797,0.319,0.12,26.73,0.169
South,Oklahoma,Craig County,"Craig County, Oklahoma",3.8,2.2,0.101,0.174,0,0,5289,251.1,33.008,0,0.062,0.08,58.48,0.258,0.236,97.6,16.1602,0.093,0.12,72.18,0.083
South,Oklahoma,Creek County,"Creek County, Oklahoma",3.8,5.4,0.174,0.245,6.2,0.89,7090,371.6,13.882,0,0.073,0.08,55.04,0.306,0.205,65.7,19.4915,0.195,0.12,0,0.092
South,Oklahoma,Custer County,"Custer County, Oklahoma",3.8,3.2,0.214,0.257,0,0.859,8000,403.9,14.754,0,0.041,0.07,90.04,0.281,0,69.3,20.3189,0.197,0.12,19.66,0.114
South,Oklahoma,Delaware County,"Delaware County, Oklahoma",3.8,3.9,0.133,0.189,0,0.953,6857,338.8,11.741,4.3,0.072,0.07,60.25,0.291,0.177,73.3,28.5451,0.188,0.12,41.13,0.099
South,Oklahoma,Dewey County,"Dewey County, Oklahoma",3.8,4,0.178,0.206,7.9,0.788,8946,435.4,13.467,7.8,0.068,0.09,71.36,0.363,0.095,84.8,22.4654,0.243,0.12,24.74,0.116
South,Oklahoma,Ellis County,"Ellis County, Oklahoma",3.8,3.5,0.099,0.133,0,0,8711,361.9,25.524,0,0.038,0.08,71.22,0.339,0.206,82,15.7311,0.27,0.12,50.02,0.076
South,Oklahoma,Garfield County,"Garfield County, Oklahoma",3.8,3.8,0,0,0,0.88,11334,489.9,9.657,9.3,0.061,0.09,58.14,0.339,0,102.7,20.8901,0.376,0.12,0,0.077
South,Oklahoma,Garvin County,"Garvin County, Oklahoma",3.8,0,0,0,0,0,9664,446.1,28.509,0,0.056,0.09,57.78,0.274,0,87.2,17.1497,0.377,0.12,0,0.134
South,Oklahoma,Grady County,"Grady County, Oklahoma",3.8,2.7,0.168,0.204,7.7,0.944,10216,489.2,12.683,9.9,0.068,0.1,94.6,0.391,0,116.3,23.7924,0.323,0.12,55.11,0.055
South,Oklahoma,Grant County,"Grant County, Oklahoma",3.8,3.7,0.143,0.228,0,0.76,8027,433.3,11.815,0,0.067,0.1,80.06,0.254,0,88.6,24.0143,0.178,0.12,34.97,0.112
South,Oklahoma,Greer County,"Greer County, Oklahoma",3.8,3.7,0.159,0.281,0,0.775,7816,376.4,7.337,0,0.06,0.08,116.26,0.335,0.091,98.3,34.2479,0.28,0.12,35.53,0.14
South,Oklahoma,Harmon County,"Harmon County, Oklahoma",3.8,4.9,0.189,0.288,0,0.8,8527,412.9,9.279,0,0.069,0.07,87.01,0.321,0.109,84.9,37.4946,0.277,0.12,19.51,0.128
South,Oklahoma,Harper County,"Harper County, Oklahoma",3.8,3.7,0.194,0.207,0,0.73,7395,375.5,15.933,0,0.063,0.08,81.8,0.278,0,77.6,24.598,0.277,0.12,46.58,0.09
South,Oklahoma,Haskell County,"Haskell County, Oklahoma",3.8,5.1,0.228,0.217,8,0.81,8405,431.9,13.15,4.6,0.057,0.09,79.74,0.296,0.167,73.3,26.0002,0.196,0.121,21,0.114
South,Oklahoma,Hughes County,"Hughes County, Oklahoma",3.8,4.7,0.253,0.244,0,0.892,8607,431.3,7.722,0,0.076,0.07,66.72,0.262,0.112,86.9,19.3858,0.325,0.121,24.35,0.133
South,Oklahoma,Jackson County,"Jackson County, Oklahoma",3.8,4,0.249,0.163,0,0.886,9537,506.8,10.581,0,0.092,0.08,111.75,0.279,0,83.3,23.5352,0.336,0.121,24.02,0.12
